DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2066732-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,A & J GROCERY AND TOBACCO CORP,,2010,LEXINGTON AVE,,NEW YORK,NY,10035,646-644-9824,Manhattan,1,111,09,1076464,1017710056,MN34,196,,-73.93867882554382,40.802666521307415,"(40.802666521307415, -73.93867882554382)"
2066827-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,"ALL FRESH GROCERY & DELI, CORP",,334,E 106TH ST,,NEW YORK,NY,10029,6463012246,Manhattan,1,111,08,1052768,1016770037,MN33,170,,-73.94105227327267,40.7900310264367,"(40.7900310264367, -73.94105227327267)"
1255959-DCA,Business,12/31/2021,Active,05/18/2007,Tobacco Retail Dealer,"YUN TAI, INC.",,4104,AVENUE D,,BROOKLYN,NY,11203,718-469-3163,Brooklyn,3,317,45,3112743,3049750002,BK91,834,,-73.93783953666447,40.64160641011848,"(40.64160641011848, -73.93783953666447)"
1442611-DCA,Business,12/31/2021,Active,08/23/2012,Tobacco Retail Dealer,"TRAVEL TRADERS HOTEL STORES, INC.",,212,E 42ND ST,,NEW YORK,NY,10017,786-388-2575,Manhattan,1,106,04,1037547,1013150044,MN19,88,,-73.97373236182185,40.75045572843846,"(40.75045572843846, -73.97373236182185)"
2037054-1-DCA,Business,12/31/2021,Active,05/04/2016,Tobacco Retail Dealer,D & D DELI GROCERY 2016 INC,,100,W 168TH ST,,BRONX,NY,10452,646-244-5922,Bronx,2,204,16,2003290,2025150025,BX26,199,,-73.9243130846888,40.83827345598215,"(40.83827345598215, -73.9243130846888)"
1055755-DCA,Business,12/31/2021,Active,12/06/2000,Tobacco Retail Dealer,"RELIABLE FOOD, INC.",,59,E 54TH ST,,NEW YORK,NY,10022,2127506363,Manhattan,1,105,04,1035749,1012900028,MN17,102,,-73.97310047373023,40.760089640075094,"(40.760089640075094, -73.97310047373023)"
2078587-1-DCA,Business,12/31/2021,Active,09/26/2018,Tobacco Retail Dealer,BOBBY DELI & CONVENIENCE INC,,6520,18TH AVE,,BROOKLYN,NY,11204,929-333-9010,Brooklyn,3,311,38,3133859,3055530049,BK28,252,,-73.99036805578376,40.61895908548912,"(40.61895908548912, -73.99036805578376)"
2076828-1-DCA,Business,12/31/2021,Active,08/09/2018,Tobacco Retail Dealer,KINGS FINEST DELI INC,,25,E GUN HILL RD,,BRONX,NY,10467,9292396755,Bronx,2,207,11,2017788,2033280001,BX43,431,,-73.88077259437523,40.88242636197646,"(40.88242636197646, -73.88077259437523)"
1452555-DCA,Business,12/31/2021,Active,12/20/2012,Tobacco Retail Dealer,FOREST HILLS DELI BAGELS INC.,,11210,QUEENS BLVD,,FOREST HILLS,NY,11375,7182635858,Queens,4,406,29,4079775,4033397501,QN17,76901,,-73.83632383053464,40.717976239931915,"(40.717976239931915, -73.83632383053464)"
1043513-DCA,Business,12/31/2021,Active,05/31/2006,Tobacco Retail Dealer,HAN NAM CHAIN CORP.,HAN AH REUM SUPERMARKET,14140,NORTHERN BLVD,,FLUSHING,NY,11354,718-358-0700,Queens,4,407,20,4113394,4050120037,QN22,865,,-73.82553876867475,40.76439070263653,"(40.76439070263653, -73.82553876867475)"
2066681-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,DOMIMEX CORP,,3724,13TH AVE,,BROOKLYN,NY,11218,718-686-7373,Brooklyn,3,312,39,3123169,3052950040,BK88,226,,-73.98532378358252,40.641570122957596,"(40.641570122957596, -73.98532378358252)"
2016212-1-DCA,Business,12/31/2021,Active,12/05/2014,Tobacco Retail Dealer,ASTORIA CENTER INC,,4402,ASTORIA BLVD,,ASTORIA,NY,11103,347-668-4569,Queens,4,401,22,4012858,4007170029,QN70,141,,-73.9069268281986,40.76820158202948,"(40.76820158202948, -73.9069268281986)"
2066419-1-DCA,Business,12/31/2021,Active,02/21/2018,Tobacco Retail Dealer,SEVENTY 9 PLUS INC,,8612,ROCKAWAY BEACH BLVD,,ROCKAWAY BEACH,NY,11693,7183181421,Queens,4,414,32,4303412,4161200001,QN12,94202,,-73.81146961362441,40.58754433279234,"(40.58754433279234, -73.81146961362441)"
1356099-DCA,Business,12/31/2021,Active,05/26/2010,Tobacco Retail Dealer,"PATEL, RAMESH",,S/W/C,BROADWAY,WEST   52 STREET,NEW YORK,NY,10019,917-319-8237,Manhattan,1,105,03,,,,,,-73.98321420935301,40.76270729792608,"(40.76270729792608, -73.98321420935301)"
2066430-1-DCA,Business,12/31/2021,Active,02/21/2018,Tobacco Retail Dealer,YOUR VAPE & SMOKE SHOP INC,,1172,VICTORY BLVD,,STATEN ISLAND,NY,10301,917-397-8600,Staten Island,5,501,49,5015428,5006040010,SI08,47,,-74.10292214427838,40.616673662972204,"(40.616673662972204, -74.10292214427838)"
2098767-2-DCA,Business,12/31/2022,Active,05/17/2021,Tobacco Retail Dealer,BOLLA OPERATING CORP.,BOLLA 700 SOUTH AVE C-STORE,700,SOUTH AVE,,STATEN ISLAND,NY,10303,516-248-8689,Staten Island,5,501,49,5136116,5017150001,,,,-74.16797333842992,40.622358342460956,"(40.622358342460956, -74.16797333842992)"
1353997-DCA,Business,12/31/2021,Active,05/12/2010,Tobacco Retail Dealer,"SHAYONA 1301 NEWS, INC",,1301,6TH AVE,,NEW YORK,NY,10019,2122467111,Manhattan,1,105,04,1023161,1010050029,MN17,131,,-73.97945680950716,40.76124374118634,"(40.76124374118634, -73.97945680950716)"
2009900-2107-DCA,Business,12/31/2021,Active,06/23/2014,Tobacco Retail Dealer,216 SAL DELI & GROCERY CORP,,216,AVENUE B,,NEW YORK,NY,10009,212-477-1841,Manhattan,1,103,02,1005252,1004070037,MN22,34,,-73.97847459385697,40.72884453677296,"(40.72884453677296, -73.97847459385697)"
2065856-1-DCA,Business,12/31/2021,Active,02/08/2018,Tobacco Retail Dealer,HARLEM EMPIRE DELI INC,,251G,W 135TH ST,,NEW YORK,NY,10031,646-400-4693,Manhattan,1,110,09,,,MN03,228,,-73.95300318473575,40.81927882227855,"(40.81927882227855, -73.95300318473575)"
2034463-1-DCA,Business,12/31/2021,Active,03/15/2016,Tobacco Retail Dealer,GRAND EXPRESS DELI & GROCERY CORP,,49,W 181ST ST,,BRONX,NY,10453,914-618-0697,Bronx,2,205,14,2014496,2032070023,BX36,251,,-73.90747206724252,40.856472305445614,"(40.856472305445614, -73.90747206724252)"
1433631-DCA,Business,12/31/2021,Active,06/12/2012,Tobacco Retail Dealer,N A F GOURMET DELI CORP.,,111,W 110TH ST,,NEW YORK,NY,10026,212-866-6602,Manhattan,1,110,09,1087691,1018207503,MN11,216,,-73.95329589001133,40.7986029398853,"(40.7986029398853, -73.95329589001133)"
2065214-1-DCA,Business,12/31/2021,Active,01/22/2018,Tobacco Retail Dealer,"HOSSEN, MOHAMMAD SHAKHAWAT",,N/E/C,YORK AVENUE,EAST   68 STREET,NEW YORK,NY,10065,718-577-8802,Manhattan,1,108,05,,,,,,-73.95561586982379,40.76428917713265,"(40.76428917713265, -73.95561586982379)"
2032943-1-DCA,Business,12/31/2021,Active,02/03/2016,Tobacco Retail Dealer,1302 EMPORIUM STAR INC,,1302,65TH ST,,BROOKLYN,NY,11219,718-785-2145,Brooklyn,3,310,38,3142277,3057540008,BK30,194,,-74.00116719066533,40.625758330775504,"(40.625758330775504, -74.00116719066533)"
2098171-2-DCA,Business,12/31/2022,Active,03/25/2021,Tobacco Retail Dealer,MIDTOWN DELI CORP,,642,9TH AVE,,NEW YORK,NY,10036,2122652202,Manhattan,1,104,03,1025002,1010360001,,,,-73.9911200708706,40.760490426159066,"(40.760490426159066, -73.9911200708706)"
1066351-DCA,Business,12/31/2021,Active,11/13/2000,Tobacco Retail Dealer,"BALI, SUVARSHA",BALI NEWS-2,,WEST   23 STREET,6 AVENUE,NEW YORK,NY,10010,718-523-7256,Manhattan,1,104,03,,,,,,-73.99280410305454,40.742910439074564,"(40.742910439074564, -73.99280410305454)"
2043814-1-DCA,Business,12/31/2021,Active,09/16/2016,Tobacco Retail Dealer,CUCAO DELI CORP,,1872,BERGEN ST,,BROOKLYN,NY,11233,3472950903,Brooklyn,3,316,41,3039023,3014520011,BK79,303,,-73.91904097629326,40.67440583038239,"(40.67440583038239, -73.91904097629326)"
1285085-DCA,Business,12/31/2021,Active,05/12/2008,Tobacco Retail Dealer,"SALEH, TOWFIK A",ALLERTON DELI GROCERY,801,ALLERTON AVE,,BRONX,NY,10467,646-267-5901,Bronx,2,211,13,2053741,2045130001,BX07,340,,-73.86338013974036,40.865518971640874,"(40.865518971640874, -73.86338013974036)"
1075403-DCA,Business,12/31/2021,Active,03/21/2001,Tobacco Retail Dealer,"345 PARK NEWS, INC.",,345,PARK AVE,,NEW YORK,NY,10154,2127523461,Manhattan,1,105,04,1036460,1013060001,MN19,100,,-73.9733973180647,40.757965276981416,"(40.757965276981416, -73.9733973180647)"
2033402-1-DCA,Business,12/31/2021,Active,02/18/2016,Tobacco Retail Dealer,919 LOBBY NEWS INC,,919,3RD AVE,,NEW YORK,NY,10022,646-870-7587,Manhattan,1,106,04,1038577,1013290001,MN19,108,,-73.96833250581118,40.759136001913056,"(40.759136001913056, -73.96833250581118)"
2004414-1107-DCA,Business,12/31/2021,Active,03/07/2014,Tobacco Retail Dealer,JACOB GOURMET FOOD INC,,601,W 151ST ST,,NEW YORK,NY,10031,212-281-1296,Manhattan,1,109,07,1062456,1020980029,MN04,237,,-73.94802675714051,40.83037631951173,"(40.83037631951173, -73.94802675714051)"
2036637-1-DCA,Business,12/31/2021,Active,04/26/2016,Tobacco Retail Dealer,FAMILY DELI & GROCERY II,,1485,FLATBUSH AVE,,BROOKLYN,NY,11210,3472407310,Brooklyn,3,314,45,3121670,3052510001,BK42,786,,-73.949145072963,40.63426142584882,"(40.63426142584882, -73.949145072963)"
2014693-1-DCA,Business,12/31/2021,Active,10/20/2014,Tobacco Retail Dealer,CARROLL GARDENS GOURMET DELI INC,,531,HENRY ST,,BROOKLYN,NY,11231,347-457-6862,Brooklyn,3,306,39,3004309,3003380001,BK33,67,,-73.99966828815568,40.68357166516453,"(40.68357166516453, -73.99966828815568)"
1444029-DCA,Business,12/31/2021,Active,09/06/2012,Tobacco Retail Dealer,PANCHO DELI GROCERY STORE INC.,,11104,142ND ST,,JAMAICA,NY,11435,718-835-2322,Queens,4,412,28,4258548,4119570001,QN01,194,,-73.80242345151315,40.68557041790058,"(40.68557041790058, -73.80242345151315)"
2039091-1-DCA,Business,12/31/2021,Active,06/15/2016,Tobacco Retail Dealer,JOEY EXPRESS DELI INC,,1951,SOUTHERN BLVD,,BRONX,NY,10460,347-755-1727,Bronx,2,206,17,2010159,2029600070,BX17,36502,,-73.88570515700712,40.84253987666255,"(40.84253987666255, -73.88570515700712)"
2042920-1-DCA,Business,12/31/2021,Active,08/26/2016,Tobacco Retail Dealer,MI GENTE DELI GROCERY CORP,,1071,ELDER AVE,,BRONX,NY,10472,718-589-4132,Bronx,2,209,17,2023432,2037130037,BX55,5001,,-73.8784107921435,40.82525993082611,"(40.82525993082611, -73.8784107921435)"
2072643-1-DCA,Business,12/31/2021,Active,06/05/2018,Tobacco Retail Dealer,SUPER BEST DELI CORP,,201,W 242ND ST,,BRONX,NY,10471,718-938-6076,Bronx,2,208,11,2084211,2058011050,BX29,285,,-73.89858679233694,40.88950272779881,"(40.88950272779881, -73.89858679233694)"
2008372-1793-DCA,Business,12/31/2021,Active,05/20/2014,Tobacco Retail Dealer,SHRI HARI NEWSSTAND INC,,1251,AVENUE OF THE AMERICAS,,NEW YORK,NY,10020,2016749225,Manhattan,1,105,04,1022706,1010027501,MN17,125,,-73.98062683977952,40.75964375837256,"(40.75964375837256, -73.98062683977952)"
2081866-1-DCA,Business,12/31/2021,Active,02/01/2019,Tobacco Retail Dealer,ELEGANZA GOURMET INC.,ELEGANZA GROURMET INC,1,CONVENT AVE,,NEW YORK,NY,10027,212-666-5599,Manhattan,1,109,09,1059368,1019540001,MN06,21303,,-73.95311251545624,40.81281230589898,"(40.81281230589898, -73.95311251545624)"
2039415-1-DCA,Business,12/31/2021,Active,06/23/2016,Tobacco Retail Dealer,SHOPNOPORI HALAL MEAT & GROCERY INC,,8005,31ST AVE,,EAST ELMHURST,NY,11370,929-235-4351,Queens,4,403,22,4025094,4011290040,QN28,30903,,-73.88772903111203,40.75906094370446,"(40.75906094370446, -73.88772903111203)"
2046341-1-DCA,Business,12/31/2021,Active,12/09/2016,Tobacco Retail Dealer,KINGS DELI & GRILL NY CORP,,592,ALBANY AVE,,BROOKLYN,NY,11203,718-773-7023,Brooklyn,3,309,41,3107065,3048040040,BK60,810,,-73.93975413283127,40.66018137737688,"(40.66018137737688, -73.93975413283127)"
1143164-DCA,Business,12/31/2022,Active,06/18/2003,Tobacco Retail Dealer,"U.S. FOOD MART, INC.",,30102,CRESCENT ST,,ASTORIA,NY,11102,718-277-9647,Queens,4,401,22,4430892,4005700059,QN71,73,,-73.92637724688154,40.76588811149593,"(40.76588811149593, -73.92637724688154)"
2037563-1-DCA,Business,12/31/2021,Active,05/13/2016,Tobacco Retail Dealer,WALLYS GOURMET DELI INC,,2420,WILLIAMSBRIDGE RD,,BRONX,NY,10469,347-647-8154,Bronx,2,211,13,2051742,2044490060,BX31,326,,-73.85758265125794,40.86136471805531,"(40.86136471805531, -73.85758265125794)"
1327373-DCA,Business,12/31/2021,Active,07/29/2009,Tobacco Retail Dealer,NOT JUST BAGEL STORE & GROCERY INC.,,5913,NEW UTRECHT AVE,,BROOKLYN,NY,11219,7188511189,Brooklyn,3,312,44,3141099,3057120066,,,,-73.9963758095529,40.628253293518185,"(40.628253293518185, -73.9963758095529)"
1237463-DCA,Business,12/31/2021,Active,08/29/2006,Tobacco Retail Dealer,MANUEL DELI GROCERY CORP.,,625,E 137TH ST,,BRONX,NY,10454,718-684-7509,Bronx,2,201,08,2003614,2025500057,BX39,2701,,-73.91622309921216,40.805397115280336,"(40.805397115280336, -73.91622309921216)"
2044278-1-DCA,Business,12/31/2021,Active,09/29/2016,Tobacco Retail Dealer,LA POTENCIA DELI-GROCERY STORE CORP,,320,E 167TH ST,,BRONX,NY,10456,347-590-3991,Bronx,2,204,16,2002276,2024340065,BX14,175,,-73.91314806238024,40.831143059554044,"(40.831143059554044, -73.91314806238024)"
2079374-1-DCA,Business,12/31/2021,Active,10/24/2018,Tobacco Retail Dealer,BIG FAMOUS DELI & GROCERY INC,,244,W 14TH ST,,NEW YORK,NY,10011,347-257-1663,Manhattan,1,102,03,1011099,1006180010,MN23,77,,-74.00100679060039,40.7391009448234,"(40.7391009448234, -74.00100679060039)"
1364981-DCA,Business,12/31/2021,Active,08/04/2010,Tobacco Retail Dealer,RONNIE RON DELI INC.,,13447,SPRINGFIELD BLVD,,SPRNGFLD GDNS,NY,11413,718-525-5030,Queens,4,413,31,4279970,4130130033,QN66,358,,-73.75401960789439,40.679040612216546,"(40.679040612216546, -73.75401960789439)"
2038420-1-DCA,Business,12/31/2021,Active,05/31/2016,Tobacco Retail Dealer,KEVIN GROCERY STORE INC,,339,E 108TH ST,,NEW YORK,NY,10029,212-289-8477,Manhattan,1,111,08,1052807,1016800023,MN33,170,,-73.93956704826152,40.79109795785783,"(40.79109795785783, -73.93956704826152)"
1435239-DCA,Business,12/31/2021,Active,06/22/2012,Tobacco Retail Dealer,PRESBYTERIAN 164 DELI CORP.,,1081,SAINT NICHOLAS AVE,,NEW YORK,NY,10032,212-568-3130,Manhattan,1,112,07,1062937,1021220116,MN36,245,,-73.94001991132355,40.83760200533997,"(40.83760200533997, -73.94001991132355)"
1057099-DCA,Business,12/31/2021,Active,12/05/2000,Tobacco Retail Dealer,"PEGGY'S STATIONERY, LLC",,2216,WHITE PLAINS RD,,BRONX,NY,10467,718-655-0397,Bronx,2,211,13,2098293,2043430005,BX07,330,,-73.86755258254124,40.85814058926767,"(40.85814058926767, -73.86755258254124)"
2066596-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,EASTSIDE MARKET CORP.,,1463,YORK AVE,,NEW YORK,NY,10075,201-912-0073,Manhattan,1,108,05,1045990,1014720022,MN31,132,,-73.95114226110262,40.77043833172957,"(40.77043833172957, -73.95114226110262)"
1333833-DCA,Business,12/31/2021,Active,09/23/2009,Tobacco Retail Dealer,"ESPINAL, INES M",INES DELI GROCERY,365,ONDERDONK AVE,,RIDGEWOOD,NY,11385,7183819666,Queens,4,405,34,4081158,4034000001,QN20,539,,-73.91446956557239,40.70828122650034,"(40.70828122650034, -73.91446956557239)"
1350995-DCA,Business,12/31/2021,Active,04/20/2010,Tobacco Retail Dealer,"PLAZA EXPRESS DELI, INC.",,2702,QUEENS PLZ S,,LONG IS CITY,NY,11101,718-361-0847,Queens,4,402,26,4005053,4004220009,QN31,19,,-73.9396908331832,40.75013003380726,"(40.75013003380726, -73.9396908331832)"
2066462-1-DCA,Business,12/31/2021,Active,02/22/2018,Tobacco Retail Dealer,PIER NEWSSTAND LLC,SEAPORT NEWS,89,SOUTH ST,,NEW YORK,NY,10038,917-885-8586,Manhattan,1,101,01,1090548,1000730010,MN25,1501,,-74.00376907391029,40.7058646109269,"(40.7058646109269, -74.00376907391029)"
1365657-DCA,Business,12/31/2021,Active,08/06/2010,Tobacco Retail Dealer,"STEINWAY DELI MART, INC.",,2079,STEINWAY ST,,ASTORIA,NY,11105,718-606-0031,Queens,4,401,22,4015590,4007990001,QN72,12301,,-73.90348379696734,40.77495081126683,"(40.77495081126683, -73.90348379696734)"
2039884-1-DCA,Business,12/31/2021,Active,07/06/2016,Tobacco Retail Dealer,FLIPPER DELI & GROCERY STORE INC.,,3967,LACONIA AVE,,BRONX,NY,10466,7182316673,Bronx,2,212,12,2064947,2048710071,BX44,404,,-73.84941876661759,40.88404750794102,"(40.88404750794102, -73.84941876661759)"
2014985-1-DCA,Business,12/31/2021,Active,10/27/2014,Tobacco Retail Dealer,LAI LAI MINI MART & DISCOUNT INC.,,4520,BROADWAY,,NEW YORK,NY,10040,212-564-1031,Manhattan,1,112,10,1064059,1021700091,MN35,283,,-73.93167918403869,40.8585394720056,"(40.8585394720056, -73.93167918403869)"
2044659-1-DCA,Business,12/31/2021,Active,10/13/2016,Tobacco Retail Dealer,B.G.D.C INC.,7-ELEVEN STORE #34008B,3001,30TH AVE,,ASTORIA,NY,11102,718-545-0163,Queens,4,401,22,4007687,4005950009,QN71,71,,-73.92228181089123,40.76732092176697,"(40.76732092176697, -73.92228181089123)"
1294977-DCA,Business,12/31/2021,Active,08/07/2008,Tobacco Retail Dealer,LA BONITA GROCERY STORE CORP.,,231,E 183RD ST,,BRONX,NY,10458,718-220-4391,Bronx,2,205,15,2013733,2031590001,BX40,38301,,-73.89935538958252,40.85722579294773,"(40.85722579294773, -73.89935538958252)"
1325345-DCA,Business,12/31/2021,Active,07/10/2009,Tobacco Retail Dealer,"NNP NEWSSTAND, LLC",,11,W 42ND ST,,NEW YORK,NY,10036,917-687-8508,Manhattan,1,105,04,1034198,1012580021,MN17,96,,-73.98159946138878,40.75378937658507,"(40.75378937658507, -73.98159946138878)"
1222735-DCA,Business,12/31/2021,Active,04/04/2006,Tobacco Retail Dealer,"LOS BROTHER GROCERY, CORP.",,608,NEW YORK AVE,,BROOKLYN,NY,11203,718-774-4800,Brooklyn,3,309,40,3106932,3048010037,BK60,804,,-73.94762270468097,40.65969116896318,"(40.65969116896318, -73.94762270468097)"
2047401-1-DCA,Business,12/31/2021,Active,01/17/2017,Tobacco Retail Dealer,MYW FOOD MARKET CORP,,536,E FORDHAM RD,,BRONX,NY,10458,347-691-1349,Bronx,2,206,15,2011812,2030590036,BX06,387,,-73.8870968613152,40.85943216753911,"(40.85943216753911, -73.8870968613152)"
2066774-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,LOMA DELI GROCERY CORP,,3340,FORT INDEPENDENCE ST,,BRONX,NY,10463,347-702-4301,Bronx,2,208,11,2015810,2032580050,BX28,279,,-73.89956477871563,40.8789557426876,"(40.8789557426876, -73.89956477871563)"
2046324-1-DCA,Business,12/31/2021,Active,12/08/2016,Tobacco Retail Dealer,MUSA GOURMET DELI CORP,,1211,JEROME AVE,,BRONX,NY,10452,646-276-7162,Bronx,2,204,16,2003083,2025060062,BX26,199,,-73.92250510650176,40.83603257100234,"(40.83603257100234, -73.92250510650176)"
2013353-1-DCA,Business,12/31/2021,Active,09/15/2014,Tobacco Retail Dealer,TIME NEWSSTAND LLC,GATEWAY NEWSSTANDS,235,W 46TH ST,,NEW YORK,NY,10036,2123541061,Manhattan,1,105,03,1024737,1010180006,MN17,125,,-73.98634828992772,40.75913131133525,"(40.75913131133525, -73.98634828992772)"
2080018-1-DCA,Business,12/31/2021,Active,11/19/2018,Tobacco Retail Dealer,CAVE CIGAR CORP.,,45,VERMILYEA AVE,,NEW YORK,NY,10034,,Manhattan,1,112,10,1064804,1022240021,MN01,291,,-73.92490071830328,40.86516096330146,"(40.86516096330146, -73.92490071830328)"
2041789-1-DCA,Business,12/31/2021,Active,08/02/2016,Tobacco Retail Dealer,149 GOURMET DELI INC,,781,SAINT NICHOLAS AVE,,NEW YORK,NY,10031,2123686183,Manhattan,1,109,09,1061543,1020640027,MN04,231,,-73.94302513715861,40.826750933521055,"(40.826750933521055, -73.94302513715861)"
1327101-DCA,Business,12/31/2021,Active,07/27/2009,Tobacco Retail Dealer,ANGELO'S DELI-GROCERY NO. 2 CORP.,,120,E MOUNT EDEN AVE,,BRONX,NY,10452,9176738883,Bronx,2,204,14,2008018,2028370018,BX63,209,,-73.91257902813967,40.843441681775005,"(40.843441681775005, -73.91257902813967)"
2080446-1-DCA,Business,12/31/2021,Active,12/04/2018,Tobacco Retail Dealer,EUSUF ABIR INC,,414,ROCKAWAY AVE,,BROOKLYN,NY,11212,,Brooklyn,3,316,41,3326579,3034990067,BK81,924,,-73.91083450699598,40.67000811952516,"(40.67000811952516, -73.91083450699598)"
2078832-1-DCA,Business,12/31/2021,Active,10/04/2018,Tobacco Retail Dealer,QUALITY #1 FOOD CORP,,2894,RICHMOND TER,,STATEN ISLAND,NY,10303,347-536-1915,Staten Island,5,501,49,5027409,5012110080,SI12,223,,-74.1565124292178,40.63682036472137,"(40.63682036472137, -74.1565124292178)"
1187065-DCA,Business,12/31/2021,Active,01/03/2005,Tobacco Retail Dealer,EXCLUSIVE NEWS LLC,,350,HUDSON ST,,NEW YORK,NY,10014,917-885-8586,Manhattan,1,102,03,1009750,1005800039,MN24,37,,-74.00727361282912,40.72754804937303,"(40.72754804937303, -74.00727361282912)"
1317381-DCA,Business,12/31/2021,Active,05/07/2009,Tobacco Retail Dealer,LA VINA FOOD CORP.,,89,W KINGSBRIDGE RD,,BRONX,NY,10468,718-543-6324,Bronx,2,208,14,2015249,2032480006,BX28,26701,,-73.9007596765791,40.868216787198236,"(40.868216787198236, -73.9007596765791)"
1216677-DCA,Business,12/31/2021,Active,03/06/2006,Tobacco Retail Dealer,NEW SUN LEE GROCERY INC,,1965,BATH AVE,,BROOKLYN,NY,11214,718-213-7122,Brooklyn,3,311,43,3167842,3064080049,BK27,282,,-74.00202024121928,40.60171392714309,"(40.60171392714309, -74.00202024121928)"
2065073-1-DCA,Business,12/31/2021,Active,01/18/2018,Tobacco Retail Dealer,2020 KARIM MARKET CORP,,333,SOUNDVIEW AVE,,BRONX,NY,10473,3472823947,Bronx,2,209,18,2020506,2034740064,BX09,2,,-73.8567302332383,40.81234032748108,"(40.81234032748108, -73.8567302332383)"
1343801-DCA,Business,12/31/2021,Active,01/27/2010,Tobacco Retail Dealer,"S & S FRIENDLY DELI & GROCERY, LLC",,4802,AVENUE N,,BROOKLYN,NY,11234,718-421-8684,Brooklyn,3,318,46,3220935,3078930040,BK58,672,,-73.92866466867959,40.618830308786926,"(40.618830308786926, -73.92866466867959)"
2080160-1-DCA,Business,12/31/2021,Active,11/26/2018,Tobacco Retail Dealer,A&M PROSPECT DELI 1 CORP,,212,PROSPECT PARK W,,BROOKLYN,NY,11215,347-384-0658,Brooklyn,3,307,39,3026911,3011090037,BK40,169,,-73.98045384613826,40.66031351908206,"(40.66031351908206, -73.98045384613826)"
2017011-1-DCA,Business,12/31/2021,Active,01/05/2015,Tobacco Retail Dealer,ALI 2023 DELI & GROCERY LLC,,2023,7TH AVE,,NEW YORK,NY,10027,212-222-0622,Manhattan,1,110,09,1057676,1019060002,MN11,220,,-73.95008265493243,40.80655306516848,"(40.80655306516848, -73.95008265493243)"
1074291-DCA,Business,12/31/2021,Active,03/06/2001,Tobacco Retail Dealer,"ACOSTA, FRANKLIN & PENA, JOSE A",SUNSHINE SUPERMARKET,3830,DYRE AVE,,BRONX,NY,10466,718-324-8022,Bronx,2,212,12,2066455,2049500001,BX03,484,,-73.8312823292291,40.88831511870533,"(40.88831511870533, -73.8312823292291)"
2066125-1-DCA,Business,12/31/2021,Active,02/15/2018,Tobacco Retail Dealer,HABIBI FOOD MART CORP.,,237,W 238TH ST,,BRONX,NY,10463,3472757922,Bronx,2,208,11,2094715,2032710189,BX29,283,,-73.90033678837214,40.88501394322966,"(40.88501394322966, -73.90033678837214)"
